Date,Month,Day_of_Year,Soil_Type,Soil_Texture,Soil_Structure,Soil_Depth_cm,Sand_%,Clay_%,Bulk_Density_g_cm3,Soil_Compaction_kPa,pH,Organic_Matter_%,Nitrogen_%,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Content_%,Irrigation_Applied_mm,precipitation_mm,avg_temp_C,solarradiation_W/m2,cloudcover%,Heat_Stress_Days (HSD),Frost_Days (FD),Temp_Shock (TS),Tuber_Yield_Potential_kg_ha,Yield (Production-Hector M. Ton)
2017-01-03,1,3,Silt Loam,Sandy,Massive,236.385,6.775.290.452,2.029.065.799,1.256.062.226,1.080.345.656,6.014.198.105,556.133.779,0.199544981,3.068.546.684,1.302.750.214,2.623.607.794,1.900.164.017,0.0,21.4,175.1,14.4,0,0,0,3.221.519.255,1219265
2017-01-04,1,4,Clay Loam,Silty,Blocky,236.385,6.086.146.748,167.428.811,1.315.640.692,1.960.836.431,5.366.051.205,5.626.581.003,0.393806731,3.100.507.576,1.823.917.251,2.917.935.568,1.513.275.534,0.0,20.8,183.9,0.2,0,0,0,475.613.446,1219265
2017-01-05,1,5,Clay Loam,Clayey,Massive,236.385,6.485.784.441,1.910.194.904,1.541.559.409,2.457.809.386,7.170.140.565,5.064.887.723,0.395031917,3.229.710.853,2.256.953.979,2.196.622.158,1.052.019.021,0.0,19.6,176.5,24.9,0,0,0,2.631.293.269,1219265
2017-01-06,1,6,Clay Loam,Silty,Massive,236.385,6.743.758.461,1.819.590.365,1.246.629.388,2.370.142.989,5.280.820.131,4.418.265.141,0.344368815,3.870.512.942,1.113.121.373,2.050.112.203,1.772.400.897,0.0,19.1,185.7,13.2,0,0,0,2.292.402.286,1219265
2017-01-07,1,7,Loamy,Silty,Blocky,236.385,5.840.943.767,1.916.507.095,1.334.008.314,2.790.436.434,5.348.670.394,3.152.969.618,0.272536707,2.413.890.255,1.890.493.791,263.424.271,9.777.287.578,0.0,18.9,187.5,28.4,0,0,0,3.582.331.024,1219265
2017-01-08,1,8,Clay Loam,Clayey,Massive,236.385,6.718.318.412,1.993.724.318,1.474.085.355,2.334.992.582,537.312.042,1.916.903.942,0.363877345,4.182.322.218,1.291.330.064,2.718.986.324,1.461.798.415,0.0,20.3,188.9,9.8,0,0,0,3.421.891.069,1219265
2017-01-09,1,9,Clay Loam,Loamy,Massive,236.385,6.143.830.696,2.205.923.789,1.424.325.936,2.473.662.933,5.098.526.264,5.725.314.149,0.351037408,3.879.485.397,2.332.116.819,1.787.745.373,1.469.296.705,0.0,20.5,189.7,0.0,0,0,0,2.623.462.359,1219265
2017-01-10,1,10,Silt Loam,Silty,Massive,236.385,6.806.966.069,1.984.920.041,146.900.266,2.000.815.057,7.144.329.624,277.948.585,0.372101641,2.309.922.634,231.759.635,168.828.046,1.698.081.627,0.0,20.1,168.2,29.5,0,0,0,2.881.219.126,1219265
2017-01-11,1,11,Silt Loam,Sandy,Platy,236.385,527.842.235,1.656.890.904,1.278.181.133,1.934.574.986,7.229.270.977,2.323.064.462,0.112932402,3.945.394.543,1.908.566.008,2.602.761.367,2.338.829.478,0.0,19.7,179.5,6.0,0,0,0,4.158.330.614,1219265
2017-01-12,1,12,Loamy,Sandy,Blocky,236.385,5.707.533.782,2.145.006.525,1.456.562.252,1.945.325.152,5.306.409.031,5.766.128.338,0.31639939,2.188.726.989,1.543.654.932,1.105.648.489,0.451166674,0.0,19.9,187.1,4.3,0,0,0,4.282.202.216,1219265
2017-01-13,1,13,Silt Loam,Silty,Granular,236.385,5.854.980.044,1.747.947.796,1.337.254.438,1.915.064.196,6.153.921.881,418.637.279,0.157508821,3.819.943.486,2.167.963.006,2.292.248.531,3.247.589.841,0.0,18.1,200.5,0.0,0,0,0,2.221.202.552,1219265
2017-01-14,1,14,Loamy,Loamy,Blocky,236.385,626.913.274,2.305.011.937,1.549.295.507,1.938.624.797,5.982.961.569,5.797.060.982,0.356887759,2.179.740.363,1.420.027.873,2.212.673.619,1.709.726.951,0.0,17.4,202.4,0.0,0,0,0,3.809.860.964,1219265
2017-01-15,1,15,Clay Loam,Silty,Blocky,236.385,5.116.741.909,1.794.493.791,1.367.234.391,2.123.847.851,5.315.384.715,5.232.973.518,0.293369139,2.057.100.516,222.590.803,1.049.714.403,8.578.145.177,0.0,18.1,200.1,0.1,0,0,0,2.983.989.972,1219265
2017-01-16,1,16,Loamy,Sandy,Blocky,236.385,6.226.924.617,1.611.155.094,1.455.472.382,2.484.232.132,7.160.981.653,2.809.414.485,0.192052361,2.752.163.405,1.300.607.995,2.955.590.914,3.961.993.931,0.0,18.7,200.0,0.0,0,0,0,3.695.735.533,1219265
2017-01-17,1,17,Loamy,Silty,Granular,236.385,5.537.603.666,2.461.771.365,1.203.498.357,1.454.109.184,7.160.168.671,449.669.391,0.147208453,4.448.812.759,1.191.885.139,276.947.869,1.413.965.719,0.0,18.7,198.8,4.2,0,0,0,4.428.011.077,1219265
2017-01-18,1,18,Loamy,Sandy,Blocky,236.385,6.635.849.941,1.668.179.083,1.513.389.861,1.610.513.216,6.852.045.909,4.234.953.451,0.279819904,232.081.708,2.032.135.852,1.918.110.915,1.534.848.522,0.0,19.5,199.6,8.1,0,0,0,237.720.683,1219265
2017-01-19,1,19,Silt Loam,Loamy,Massive,236.385,5.891.240.277,2.019.696.672,1.563.692.749,1.313.318.912,5.416.414.506,3.288.638.879,0.108365515,25.831.316,2.074.769.514,1.115.019.849,7.500.135.903,0.0,19.9,201.6,4.2,0,0,0,4.410.334.549,1219265
2017-01-20,1,20,Sandy Loam,Sandy,Platy,236.385,6.293.022.993,1.773.203.237,1.269.775.216,1.323.961.608,5.659.074.106,393.928.603,0.337464167,1.601.846.585,1.445.502.158,2.570.838.663,5.483.375.325,0.0,20.2,199.5,15.9,0,0,0,2.048.680.272,1219265
2017-01-21,1,21,Loamy,Sandy,Massive,236.385,683.280.046,2.233.493.089,1.444.377.893,2.957.777.023,548.076.056,3.875.550.333,0.196478279,3.177.297.909,1.355.544.426,2.008.932.338,1.416.774.904,0.0,19.8,204.4,0.0,0,0,0,4.250.756.455,1219265
2017-01-22,1,22,Sandy Loam,Sandy,Granular,236.385,6.737.079.275,2.081.801.592,1.448.047.753,2.653.502.288,7.081.171.391,1.791.703.013,0.331842063,3.710.107.075,2.391.113.295,1.790.036.413,1.763.641.163,0.0,20.9,204.0,4.2,0,0,0,3.279.380.713,1219265
2017-01-23,1,23,Sandy Loam,Clayey,Granular,236.385,6.305.039.787,237.165.586,1.407.107.386,1.857.218.921,6.169.046.499,2.308.030.143,0.125285172,1.533.718.409,1.081.678.128,1.012.577.539,1.209.065.289,0.0,21.3,202.7,0.0,0,0,0,453.004.194,1219265
2017-01-24,1,24,Sandy Loam,Silty,Massive,236.385,6.716.618.993,2.002.775.654,1.500.595.578,2.505.900.363,5.376.115.584,395.505.333,0.398922128,2.227.938.557,1.887.482.299,2.056.699.932,1.044.194.493,0.0,21.1,205.3,2.1,0,0,0,2.780.286.738,1219265
2017-01-25,1,25,Sandy Loam,Loamy,Blocky,236.385,6.505.563.034,1.526.672.507,121.144.201,2.745.439.801,5.025.237.937,1.695.763.954,0.313992909,223.044.387,2.204.500.031,1.383.947.887,1.088.318.281,0.0,22.1,208.2,0.0,0,0,0,3.543.527.495,1219265
2017-01-26,1,26,Silt Loam,Clayey,Platy,236.385,6.077.073.113,1.653.229.754,1.499.940.836,1.506.175.192,569.627.653,5.145.617.311,0.339823001,2.021.865.614,2.435.943.809,2.162.125.819,6.962.083.099,0.0,22.9,208.5,3.1,0,0,0,4.866.533.821,1219265
2017-01-27,1,27,Sandy Loam,Clayey,Massive,236.385,6.119.335.855,1.860.528.512,1.388.617.408,2.814.732.834,7.435.326.399,3.265.584.729,0.362468559,1.692.941.419,2.113.471.755,1.895.512.828,2.031.144.566,0.0,22.2,114.6,55.2,0,0,0,3.274.106.582,1219265
2017-01-28,1,28,Loamy,Sandy,Platy,236.385,5.997.166.482,2.354.877.045,1.309.465.182,1.543.568.838,5.079.227.164,1.840.260.651,0.237685651,3.235.362.438,2.214.394.635,2.792.595.888,7.339.944.681,0.4,22.0,190.2,29.0,0,0,0,3.750.946.934,1219265
2017-01-29,1,29,Loamy,Clayey,Blocky,236.385,6.596.538.508,1.856.801.638,1.246.326.357,2.790.167.925,7.278.628.817,5.286.133.696,0.194200288,1.973.400.358,2.390.332.226,1.296.300.814,1.436.427.161,0.0,21.1,206.3,0.7,0,0,0,316.485.378,1219265
2017-01-30,1,30,Silt Loam,Loamy,Massive,236.385,6.542.683.619,1.839.658.019,1.331.653.831,2.522.121.905,514.485.105,1.808.673.704,0.269094001,3.448.741.776,1.666.258.831,1.552.485.018,1.112.502.887,0.0,20.8,205.9,3.7,0,0,0,2.671.132.877,1219265
2017-01-31,1,31,Silt Loam,Sandy,Blocky,236.385,5.863.621.503,1.882.583.595,1.471.105.729,178.677.578,667.942.562,2.258.384.725,0.138576407,2.847.115.063,1.100.060.872,2.363.995.621,1.666.324.862,0.0,20.5,207.3,0.0,0,0,0,4.833.923.611,1219265
2017-02-01,2,32,Loamy,Silty,Granular,236.385,6.963.158.594,2.089.407.602,120.086.485,121.517.042,5.874.242.325,4.949.986.946,0.359312993,4.445.673.614,1.369.698.548,2.682.223.096,1.379.940.086,0.0,21.0,214.1,0.0,0,0,0,3.994.314.658,1219265
2017-02-02,2,33,Loamy,Silty,Platy,236.385,6.771.589.042,1.799.046.728,1.304.423.782,2.884.228.723,613.874.607,570.146.512,0.115284368,4.219.419.314,2.493.183.108,2.145.369.046,1.279.431.677,0.0,21.0,213.6,0.0,0,0,0,3.720.008.711,1219265
2017-02-03,2,34,Loamy,Loamy,Platy,236.385,539.343.396,1.576.229.594,1.447.324.399,1.095.361.094,5.552.847.004,1.655.659.751,0.106275642,3.130.480.465,1.281.686.589,1.599.172.218,1.471.481.518,0.0,19.9,200.6,0.1,0,0,0,2.948.890.657,1219265
2017-02-04,2,35,Loamy,Loamy,Granular,236.385,5.600.008.625,1.728.678.539,1.428.916.833,2.642.666.528,5.846.314.649,1.772.240.045,0.282240342,1.614.647.041,1.365.305.744,1.084.990.673,1.064.316.314,0.0,21.6,218.8,5.6,0,0,0,2.925.874.156,1219265
2017-02-05,2,36,Sandy Loam,Loamy,Massive,236.385,6.702.127.851,2.051.814.602,1.570.545.042,1.690.269.123,5.770.265.342,367.182.343,0.262683947,4.143.398.142,1.605.376.489,2.449.056.402,1.389.361.249,0.0,23.3,221.1,0.0,1,0,1,2.433.917.918,1219265
2017-02-06,2,37,Loamy,Sandy,Massive,236.385,5.251.505.131,1.621.295.686,1.486.355.247,1.933.519.972,6.772.250.686,3.389.475.543,0.39775012,3.185.602.893,2.310.391.816,2.179.097.914,1.340.419.186,0.0,23.8,220.4,2.2,1,0,1,2.578.647.822,1219265
2017-02-07,2,38,Loamy,Sandy,Massive,236.385,5.676.298.697,1.981.794.571,139.908.945,2.508.218.141,7.178.133.954,5.835.333.641,0.350399034,2.113.041.267,2.191.336.716,2.551.499.102,1.755.053.837,0.0,23.5,218.3,0.2,0,0,0,4.129.477.302,1219265
2017-02-08,2,39,Clay Loam,Sandy,Massive,236.385,6.256.099.289,1.814.665.672,1.310.225.472,2.919.417.709,6.023.291.458,3.513.432.054,0.261105514,1.966.353.472,1.887.326.591,1.189.515.592,1.585.528.321,0.0,22.9,226.3,0.0,0,0,0,3.402.068.905,1219265
2017-02-09,2,40,Sandy Loam,Silty,Granular,236.385,6.745.767.002,2.330.748.609,1.577.154.908,1.328.450.627,7.040.552.756,4.696.383.693,0.366645245,3.123.472.994,1.751.314.994,2.268.117.883,1.879.828.924,0.0,22.3,229.2,0.0,0,0,0,3.750.140.202,1219265
2017-02-10,2,41,Clay Loam,Loamy,Massive,236.385,5.825.319.252,2.334.556.318,1.235.551.859,1.701.443.647,5.028.873.102,3.076.792.818,0.115376292,3.182.340.942,2.032.024.697,1.257.228.172,1.757.660.368,0.0,22.2,223.5,0.0,0,0,0,3.196.366.924,1219265
2017-02-11,2,42,Clay Loam,Clayey,Granular,236.385,656.818.162,1.587.858.359,1.586.645.747,2.096.923.307,6.969.244.183,2.329.195.067,0.261702682,1.953.799.203,1.256.209.317,1.784.926.126,8.989.168.456,0.0,22.8,191.3,15.0,0,0,0,3.241.568.138,1219265
2017-02-12,2,43,Sandy Loam,Sandy,Massive,236.385,5.795.490.116,226.738.515,1.298.344.935,1.488.492.934,6.314.884.522,4.603.047.334,0.220699734,2.850.347.298,1.880.538.886,2.940.904.367,1.641.114.432,0.0,23.7,222.2,4.7,0,0,0,3.554.294.795,1219265
2017-02-13,2,44,Sandy Loam,Clayey,Granular,236.385,5.941.598.053,2.134.905.131,1.397.803.621,1.534.549.476,7.084.322.262,354.868.967,0.113323313,2.335.141.749,1.750.759.709,1.981.895.585,1.602.149.136,0.0,23.9,219.7,2.4,0,0,0,2.919.323.248,1219265
2017-02-14,2,45,Sandy Loam,Loamy,Massive,236.385,5.814.469.664,1.606.034.628,1.382.569.932,1.498.475.925,556.010.157,4.061.594.965,0.142376215,1.567.339.818,1.865.878.451,2.147.630.998,1.990.602.285,0.1,24.1,197.8,5.6,0,0,0,382.084.098,1219265
2017-02-15,2,46,Sandy Loam,Silty,Massive,236.385,6.579.058.834,2.008.241.155,1.232.720.016,2.566.049.639,5.941.857.238,5.120.948.653,0.104962957,3.607.792.764,2.208.516.726,1.885.095.148,1.639.809.686,0.0,23.9,233.1,0.5,0,0,0,4.993.843.031,1219265
2017-02-16,2,47,Clay Loam,Silty,Massive,236.385,6.872.809.549,2.227.091.288,1.519.065.989,1.043.474.905,6.744.271.451,3.090.474.695,0.257033041,4.147.309.775,1.976.005.812,1.038.399.103,1.368.686.942,0.0,23.8,230.3,1.5,0,0,0,3.712.533.864,1219265
2017-02-17,2,48,Clay Loam,Loamy,Massive,236.385,6.487.818.305,2.154.988.621,12.865.211,150.640.675,712.105.098,3.716.336.586,0.112934291,37.037.403,2.373.513.515,2.584.891.862,1.084.510.124,0.0,23.5,231.5,0.0,0,0,0,232.690.085,1219265
2017-02-18,2,49,Sandy Loam,Sandy,Massive,236.385,6.860.590.186,1.760.881.561,1.245.424.358,1.745.597.853,6.195.791.435,3.780.841.824,0.232264794,306.713.741,1.902.546.184,2.484.527.772,8.962.275.307,0.0,24.2,231.3,1.7,0,0,0,32.797.306,1219265
2017-02-19,2,50,Clay Loam,Clayey,Blocky,236.385,6.471.823,1.724.863.456,1.374.612.768,1.803.701.574,7.115.900.097,1.807.286.496,0.288799298,2.659.297.372,1.391.606.304,2.880.310.619,589.178.104,0.0,24.5,186.2,24.1,0,0,0,3.182.250.618,1219265
2017-02-20,2,51,Silt Loam,Sandy,Platy,236.385,5.280.127.728,2.132.742.448,1.486.984.745,1.716.920.122,6.370.798.345,459.380.702,0.386516892,3.479.433.955,15.931.405,1.199.473.817,1.454.174.345,0.5,24.4,140.7,32.1,0,0,0,3.239.295.247,1219265
2017-02-21,2,52,Loamy,Loamy,Blocky,236.385,6.593.133.982,1.613.196.646,1.572.981.188,2.074.349.264,7.478.427.565,3.497.449.999,0.115940286,1.906.938.057,154.716.686,1.493.096.301,0.388471705,0.3,26.4,218.4,45.5,1,0,1,2.271.032.488,1219265
2017-02-22,2,53,Silt Loam,Sandy,Blocky,236.385,6.135.790.177,194.012.147,1.421.264.063,2.199.749.478,7.261.777.934,419.623.702,0.237044836,297.019.944,2.046.614.723,220.992.511,1.954.275.723,0.3,26.2,154.7,56.1,0,0,0,423.049.924,1219265
2017-02-23,2,54,Sandy Loam,Sandy,Blocky,236.385,6.764.541.366,1.965.464.754,1.534.945.161,1.652.016.451,5.964.069.769,5.491.300.837,0.353251778,4.320.084.138,1.997.188.454,1.392.386.514,1.689.232.393,1.5,25.5,202.1,56.2,0,0,0,4.243.791.419,1219265
2017-02-24,2,55,Silt Loam,Clayey,Massive,236.385,6.060.844.266,1.723.380.085,1.279.499.826,2.023.756.717,7.388.706.581,2.680.045.209,0.396935803,2.296.666.976,1.411.023.343,2.055.147.225,6.336.353.555,0.0,24.1,252.0,0.4,0,0,0,2.396.959.443,1219265
2017-02-25,2,56,Loamy,Loamy,Massive,236.385,6.708.108.532,1.596.339.815,1.353.981.081,2.486.586.381,6.913.354.536,4.531.592.872,0.123776302,1.516.354.692,2.390.726.606,101.269.206,9.416.350.684,0.0,24.1,254.6,0.0,0,0,0,2.942.841.459,1219265
2017-02-26,2,57,Loamy,Silty,Blocky,236.385,5.442.739.357,2.416.448.235,1.427.553.605,2.958.103.746,63.137.568,4.009.109.826,0.126069555,2.085.100.592,1.069.764.068,2.438.710.862,0.683737182,0.0,23.5,253.5,0.0,0,0,0,3.642.301.785,1219265
2017-02-27,2,58,Silt Loam,Clayey,Granular,236.385,5.810.885.888,2.031.216.926,1.319.534.776,1.510.139.564,7.477.608.006,3.934.819.533,0.382664263,2.844.147.433,2.310.131.018,203.320.469,74.977.622,0.0,24.4,253.6,0.0,1,0,1,2.356.811.773,1219265
2017-02-28,2,59,Silt Loam,Clayey,Blocky,236.385,6.243.759.636,1.940.317.398,1.422.512.145,1.698.014.478,6.737.458.322,5.714.180.472,0.395294382,3.040.332.577,1.609.494.705,1.422.192.209,1.695.139.225,0.0,24.2,254.1,0.0,0,0,0,4.017.439.437,1219265
2017-03-01,3,60,Loamy,Loamy,Granular,236.385,6.936.540.025,151.744.737,1.216.144.866,1.652.862.263,5.486.517.231,3.115.899.427,0.157521809,3.663.037.209,2.428.342.841,1.485.882.038,1.337.650.648,0.0,24.9,255.4,0.0,1,0,1,3.859.056.251,1219265
2017-03-02,3,61,Loamy,Loamy,Platy,236.385,6.467.779.242,1.871.632.822,1.499.913.654,2.916.906.238,5.285.091.897,1.807.484.735,0.121763968,263.541.385,2.330.635.715,1.994.104.014,0.362495095,0.0,25.6,254.1,0.0,1,0,1,3.854.036.442,1219265
2017-03-03,3,62,Loamy,Clayey,Massive,236.385,5.312.123.486,2.054.120.646,149.751.092,1.729.718.298,5.655.289.411,3.040.255.014,0.173604192,2.842.564.684,1.884.392.075,1.810.974.044,0.177689129,0.3,26.7,238.3,15.6,1,0,1,2.919.835.305,1219265
2017-03-04,3,63,Sandy Loam,Loamy,Massive,236.385,5.449.058.588,1.955.780.468,1.562.830.516,2.610.247.356,6.838.755.584,1.527.609.635,0.23424961,3.329.094.787,1.155.285.154,2.601.728.381,1.946.189.572,0.0,26.2,182.9,47.0,1,0,1,3.151.969.807,1219265
2017-03-05,3,64,Loamy,Loamy,Blocky,236.385,6.910.244.528,217.849.644,1.527.418.231,2.791.804.554,637.611.705,5.201.791.758,0.319437006,3.332.941.716,2.080.190.772,1.300.714.059,1.177.549.426,0.4,25.7,218.5,74.6,1,0,1,4.404.601.896,1219265
2017-03-06,3,65,Sandy Loam,Clayey,Blocky,236.385,6.963.736.714,1.935.569.838,1.214.598.208,1.501.368.982,5.992.878.334,5.950.204.675,0.30959698,4.118.176.833,2.074.306.509,1.045.847.153,5.907.870.285,5.2,24.6,196.0,57.0,0,0,0,2.135.694.953,1219265
2017-03-07,3,66,Silt Loam,Silty,Platy,236.385,5.133.787.676,2.385.715.901,1.286.204.722,2.722.443.881,6.896.073.802,5.157.557.534,0.300108243,4.210.272.895,1.955.211.999,2.170.756.373,1.011.485.369,0.0,25.4,212.3,27.6,1,0,1,2.148.655.306,1219265
2017-03-08,3,67,Silt Loam,Loamy,Massive,236.385,5.884.623.113,1.797.703.238,1.315.127.227,2.280.720.537,5.059.468.569,5.072.156.887,0.382720013,3.791.859.668,1.390.190.475,2.076.179.503,1.507.220.884,2.0,24.5,138.8,56.6,0,0,0,4.390.716.517,1219265
2017-03-09,3,68,Clay Loam,Loamy,Granular,236.385,5.871.813.009,1.788.478.659,1.459.543.406,2.771.714.802,70.339.377,4.403.512.822,0.110916655,2.292.049.131,1.994.179.986,170.211.637,1.511.576.186,0.0,23.4,144.3,40.3,0,0,0,2.768.769.531,1219265
2017-03-10,3,69,Clay Loam,Clayey,Blocky,236.385,6.320.494.754,1.789.948.582,1.494.019.152,121.176.933,6.870.669.953,4.089.811.615,0.281438898,1.834.077.305,1.279.010.626,2.191.114.721,5.791.818.477,6.8,25.1,132.1,62.0,1,0,1,370.236.927,1219265
2017-03-11,3,70,Loamy,Loamy,Platy,236.385,6.382.504.565,1.746.164.107,1.393.040.476,2.259.658.186,5.450.506.768,4.055.053.019,0.146980866,2.375.926.402,2.101.913.753,116.574.614,3.485.378.387,32.1,22.5,96.7,84.7,0,0,0,2.561.277.401,1219265
2017-03-12,3,71,Silt Loam,Loamy,Platy,236.385,5.949.952.481,2.355.772.691,159.781.217,2.122.216.385,5.972.557.861,3.323.955.033,0.342593578,3.162.133.335,187.889.871,1.136.812.358,2.932.293.151,0.3,24.8,218.8,70.0,0,0,0,3.870.669.181,1219265
2017-03-13,3,72,Clay Loam,Clayey,Blocky,236.385,5.287.776.395,2.462.322.928,1.594.973.572,2.804.688.147,5.094.000.454,227.985.844,0.357445132,4.083.438.565,1.006.349.654,2.413.431.823,9.024.586.109,0.0,24.3,275.7,3.3,0,0,0,4.161.589.818,1219265
2017-03-14,3,73,Silt Loam,Clayey,Platy,236.385,6.152.703.789,1.930.778.161,1.498.951.489,2.419.399.973,5.029.469.348,4.437.828.827,0.288409878,2.127.045.334,1.818.879.332,2.185.884.475,1.477.126.567,0.0,24.3,275.9,0.0,0,0,0,3.539.299.369,1219265
2017-03-15,3,74,Sandy Loam,Loamy,Granular,236.385,5.409.914.808,2.306.417.601,1.209.384.666,2.778.164.539,7.490.669.679,1.613.299.522,0.128961209,1.524.389.182,1.420.564.153,1.232.666.346,1.742.174.809,0.0,24.5,280.6,8.6,1,0,1,2.878.906.013,1219265
2017-03-16,3,75,Sandy Loam,Clayey,Blocky,236.385,5.500.263.482,1.671.544.688,1.535.100.827,2.994.048.064,6.220.491.645,2.542.909.778,0.144649506,3.449.420.201,1.822.018.915,2.824.681.932,1.315.178.401,0.0,24.0,281.0,0.0,1,0,1,2.914.436.067,1219265
2017-03-17,3,76,Silt Loam,Loamy,Massive,236.385,5.733.335.827,1.897.943.498,1.368.653.229,1.169.944.681,593.006.191,1.519.073.858,0.245136322,3.080.790.848,192.947.823,1.043.834.849,1.131.659.648,0.1,25.4,278.0,0.0,1,0,1,4.483.793.084,1219265
2017-03-18,3,77,Loamy,Loamy,Massive,236.385,6.363.101.767,243.399.417,1.415.505.023,2.512.348.315,5.490.430.236,3.746.285.243,0.376938116,2.939.250.046,1.952.146.229,2.798.772.387,1.474.074.526,12.2,24.1,173.4,60.3,0,0,0,3.420.573.154,1219265
2017-03-19,3,78,Clay Loam,Sandy,Blocky,236.385,544.574.346,2.247.152.128,1.442.380.308,109.074.003,7.017.980.613,3.103.965.205,0.157190705,2.138.270.129,1.097.189.924,2.465.591.795,0.03148355,0.5,24.1,217.7,40.3,0,0,0,3.553.513.201,1219265
2017-03-20,3,79,Loamy,Silty,Granular,236.385,6.097.399.407,1.742.962.311,1.356.719.319,1.839.518.542,6.764.381.799,3.422.035.164,0.3689838,2.033.018.576,1.344.822.722,181.215.215,0.91315636,2.4,21.2,148.5,65.5,0,0,0,3.058.002.413,1219265
2017-03-21,3,80,Clay Loam,Loamy,Granular,236.385,6.492.870.501,2.100.616.124,1.546.980.364,2.950.018.702,5.003.890.495,4.080.039.197,0.3958814,3.016.606.719,2.195.195.879,1.642.432.064,1.428.513.311,0.0,22.6,253.5,41.7,0,0,0,3.060.217.703,1219265
2017-03-22,3,81,Silt Loam,Clayey,Platy,236.385,584.704.772,2.277.561.069,1.541.450.576,2.009.184.314,6.928.066.683,1.842.225.126,0.105459932,1.550.233.555,112.586.246,1.933.033.707,1.724.980.196,0.0,24.6,236.9,31.5,0,0,0,2.992.515.147,1219265
2017-03-23,3,82,Silt Loam,Loamy,Granular,236.385,5.566.254.051,1.688.304.317,1.446.316.143,2.540.562.435,5.278.706.863,2.682.558.317,0.141250279,2.696.581.846,2.268.938.124,2.796.927.115,5.376.001.686,0.4,25.9,226.9,50.7,1,0,1,3.032.876.027,1219265
2017-03-24,3,83,Loamy,Clayey,Massive,236.385,6.500.805.176,1.609.101.265,1.252.500.879,2.721.606.128,73.715.817,2.535.072.723,0.175583782,2.399.436.862,2.098.996.809,1.785.043.545,9.937.201.345,0.0,27.3,242.2,36.9,1,0,1,3.807.841.221,1219265
2017-03-25,3,84,Clay Loam,Clayey,Blocky,236.385,6.640.908.672,1.582.733.405,1.495.893.088,2.793.223.982,583.184.021,5.488.477.982,0.160083044,3.103.503.708,1.103.745.348,1.666.305.405,1.018.280.764,4.4,24.5,207.0,58.0,0,0,0,4.487.314.887,1219265
2017-03-26,3,85,Sandy Loam,Sandy,Platy,236.385,5.649.090.966,2.229.308.302,15.237.517,191.683.442,6.127.756.938,4.835.577.458,0.31079006,4.078.524.965,1.723.068.284,2.115.129.809,1.210.269.021,2.6,24.8,185.3,62.3,1,0,1,3.888.886.351,1219265
2017-03-27,3,86,Loamy,Sandy,Blocky,236.385,6.888.941.127,1.660.380.763,1.321.821.153,2.213.301.377,5.012.452.264,2.336.521.531,0.269322987,1.735.552.036,1.308.034.598,2.883.469.324,6.456.568.126,1.9,27.0,211.7,69.5,1,0,1,2.546.706.402,1219265
2017-03-28,3,87,Loamy,Silty,Blocky,236.385,654.157.992,1.746.976.519,1.402.217.053,2.942.564.807,7.060.981.721,5.272.572.731,0.152480026,3.891.835.034,123.682.312,2.066.167.614,2.147.538.184,1.2,26.8,176.8,66.5,0,0,0,2.369.948.425,1219265
2017-03-29,3,88,Clay Loam,Loamy,Blocky,236.385,6.466.384.961,1.764.066.003,1.520.577.811,2.439.304.016,5.770.420.636,3.717.272.419,0.245053043,2.815.645.439,1.745.613.529,2.217.536.739,2.508.831.785,12.1,26.1,159.5,78.3,0,0,0,3.778.314.676,1219265
2017-03-30,3,89,Loamy,Silty,Granular,236.385,5.410.759.629,2.209.393.136,135.887.431,1.529.529.699,639.111.719,5.156.060.522,0.241802552,428.056.641,1.373.079.206,1.774.902.886,9.495.212.232,3.4,28.6,195.8,76.0,1,0,1,3.467.477.118,1219265
2017-03-31,3,90,Clay Loam,Sandy,Blocky,236.385,6.425.294.948,1.572.894.276,1.368.595.495,2.434.015.862,7.316.501.993,4.792.130.836,0.114511941,3.124.216.743,2.409.092.122,1.447.694.948,1.898.717.454,2.9,29.3,156.8,63.9,1,0,1,414.310.486,1219265
2017-04-01,4,91,Loamy,Silty,Granular,236.385,6.108.960.829,1.510.415.266,1.473.907.949,2.272.597.475,5.390.555.958,3.127.477.838,0.318819137,3.531.088.077,1.506.324.588,1.643.528.727,1.094.598.566,6.1,29.2,214.5,64.7,1,0,1,3.191.438.143,1219265
2017-04-02,4,92,Loamy,Loamy,Massive,236.385,6.308.306.865,1.720.004.394,1.286.794.461,1.916.542.538,7.168.324.032,4.207.912.033,0.137878156,3.583.328.455,1.189.204.002,1.969.108.188,1.605.152.142,3.1,28.9,180.6,71.1,1,0,1,444.236.111,1219265
2017-04-03,4,93,Silt Loam,Loamy,Massive,236.385,5.500.147.367,1.579.176.369,1.384.248.814,1.694.510.337,6.250.597.327,4.197.877.646,0.146445983,3.236.673.301,1.401.506.012,1.915.870.631,6.446.885.904,21.7,28.7,164.7,71.8,1,0,1,2.745.452.479,1219265
2017-04-04,4,94,Loamy,Clayey,Blocky,236.385,6.753.014.525,1.601.345.966,1.366.904.783,2.749.866.186,7.311.140.435,5.640.305.857,0.231075171,3.750.239.633,1.332.355.514,1.930.077.898,4.907.766.771,29.1,26.4,155.3,81.2,1,0,1,2.292.551.489,1219265
